word,lemma,pos,freq
açmaktadır,açmak,Verb,460
tüketilir,tüketmek,Verb,460
hancock,Hancock,Noun,460
kuzeyinden,kuzey,Noun,460
tırmanış,tırmanmak,Noun,460
sağladığını,sağlamak,Noun,460
ünlüleri,ün,Noun,460
araştırmalarını,araştırma,Noun,460
suyunu,su,Noun,460
programcısı,program,Noun,460
güz,güz,Noun,460
knox,Knox,Noun,460
schwartz,Schwartz,Noun,460
nikos,Nikos,Noun,460
pazarlanan,pazarlamak,Adj,460
ulvi,ulvî,Noun,460
aşıklar,aşık,Noun,460
genelleştirilmiş,genel,Adj,460
cagliari,Cagliari,Noun,460
amman,Amman,Noun,460
emeviler,Emevi,Noun,460
korkusuz,korku,Adj,460
coldplay,Coldplay,Noun,460
halleri,hal,Noun,460
ridge,Ridge,Noun,460
ödüllerine,ödül,Noun,460
kurutma,kurumak,Verb,460
anlaşıldığı,an,Adj,460
athens,Athens,Noun,460
kurbanların,kurban,Noun,460
talimat,talimat,Noun,459
nedenden,neden,Noun,459
entropi,entropi,Noun,459
süryanice,Süryanî,Noun,459
ekseninde,eksen,Noun,459
amon,Amon,Noun,459
dairenin,daire,Noun,459
veto,veto,Noun,459
kuşağının,kuşak,Noun,459
coach,Coach,Noun,459
skandalı,skandal,Noun,459
bombaları,bomba,Noun,459
arkadaşım,arkadaş,Noun,459
kayanın,kaya,Noun,459
maddedir,Mad,Verb,459
sartre,Sartre,Noun,459
akçay,Akçay,Noun,459
dişlerin,diş,Noun,459
camera,Camera,Noun,459
dieter,Dieter,Noun,459
sülfür,sülfür,Noun,459
kasap,kasap,Adj,459
dansları,dans,Noun,459
elsa,Elsa,Noun,459
potsdam,Potsdam,Noun,459
sal,salmak,Verb,459
morales,Morales,Noun,459
deborah,Deborah,Noun,459
stefani,Stefani,Noun,459
flavius,Flavius,Noun,459
zuhal,Zuhal,Noun,459
mescidi,Mescid,Noun,459
could,Could,Noun,459
jasper,Jasper,Noun,459
kurnaz,kurnaz,Adj,459
okçu,ok,Noun,458
durumundan,durum,Noun,458
uygurlar,Uygur,Noun,458
tutkusu,Tutku,Noun,458
eylemlerinin,eylem,Noun,458
durumlara,durum,Noun,458
ekibiyle,ekip,Noun,458
yurtdışına,yurtdışı,Noun,458
atomun,atom,Noun,458
bâzı,bazı,Det,458
topolojik,topolojik,Adj,458
penaltılarla,penaltı,Noun,458
tesislerinde,tesis,Noun,458
politikacılar,politika,Noun,458
milliyetçiler,milliyet,Noun,458
dakar,Dakar,Noun,458
pasinler,Pasin,Noun,458
yararlanmak,yararlanmak,Noun,458
çarparak,çarpmak,Adv,458
andrzej,Andrzej,Noun,458
galerie,Galerie,Noun,458
derik,Derik,Noun,458
diyagramı,diyagram,Noun,458
esaret,esaret,Noun,458
bright,Bright,Noun,458
bulunduktan,bulunmak,Noun,458
conway,Conway,Noun,458
ursula,Ursula,Noun,458
corinthians,Corinthians,Noun,458
cecilia,Cecilia,Noun,458
ganimet,Ganimet,Noun,458
boyundan,boy,Noun,457
yayan,yayan,Adj,457
huzurunda,huzur,Noun,457
grafiksel,grafik,Adj,457
çıkacağını,çıkacak,Noun,457
sendikaları,sendika,Noun,457
yangının,Yang,Noun,457
zemini,Zemin,Noun,457
ayetullah,ayetullah,Noun,457
bone,bone,Noun,457
dynamics,Dynamics,Noun,457
iktidarın,iktidar,Noun,457
işlenir,işlemek,Verb,457
palu,Palu,Noun,457
götürmek,götürmek,Noun,457
kanaması,kanamak,Noun,457
namus,Namus,Noun,457
yayınlanacak,yayınlamak,Adj,457
dalganın,Dalga,Noun,457
kaplanmış,kaplamak,Adj,457
kayıtlarının,kayıt,Noun,457
öncülü,öncül,Noun,457
complex,Complex,Noun,457
souza,Souza,Noun,457
tamil,Tamil,Noun,457
oğuzlar,Oğuz,Noun,457
haftadan,hafta,Noun,457
elektra,Elektra,Noun,457
platformda,platform,Noun,457
reklamcılık,reklâm,Noun,457
yakma,yakmak,Verb,457
oluşturuyor,oluşmak,Verb,457
setleri,set,Noun,457
düğümü,düğü,Noun,457
sason,Saso,Noun,457
nicki,Nick,Noun,457
rufus,Rufus,Noun,457
arenada,arena,Noun,457
martina,Martina,Noun,457
prototipi,prototip,Noun,457
seyirciler,seyirci,Noun,457
seki,seki,Noun,457
düzenlediler,düzenlemek,Verb,457
enes,Enes,Noun,457
piller,pil,Noun,457
salma,salmak,Verb,457
dharma,Dharma,Noun,457
yakalanmış,yaka,Adj,457
yayılış,yayılmak,Noun,457
rapçiler,Rapçi,Noun,457
paylaşmak,paylaşmak,Noun,456
sürgünü,sürgü,Noun,456
tanımına,tanım,Noun,456
ayrılmasının,ayrılmak,Noun,456
içeriğe,içerik,Noun,456
cezaları,ceza,Noun,456
karakterlerini,karakter,Noun,456
değildirler,değil,Verb,456
kuvvetini,Kuvvet,Noun,456
tea,Tea,Noun,456
geliştiği,gelişmek,Adj,456
kölelerin,köle,Noun,456
wine,Wine,Noun,456
ilinden,il,Noun,456
kesimlerde,kesim,Noun,456
sözleşmenin,sözleşme,Noun,456
farabi,Farabi,Noun,456
gutenberg,Gutenberg,Noun,456
takımlarını,takım,Noun,456
cezai,cezai,Adj,456
musikisi,musiki,Noun,456
cumhuriyetçiler,cumhuriyet,Noun,456
ağırlığını,ağırlık,Noun,456
pürüzsüz,pürüz,Adj,456
duruş,durmak,Noun,456
sebebinin,sebep,Noun,456
modüler,modüler,Adj,456
içeriğine,içerik,Noun,456
şoför,şoför,Noun,456
hydra,Hydra,Noun,456
vajinal,vajinal,Noun,456
kurumlarına,kurum,Noun,456
vincenzo,Vincenzo,Noun,456
hank,Hank,Noun,456
priest,Priest,Noun,456
darren,Darren,Noun,456
lab,Lab,Noun,456
mono,Mono,Noun,456
acıbadem,Acıbadem,Noun,456
tomb,Tomb,Noun,456
retina,retina,Noun,456
veritabanındaki,veritabanı,Adj,456
köylere,köy,Noun,455
aktivitesi,aktivite,Noun,455
bağlandığı,bağ,Adj,455
içerisinden,içeri,Noun,455
yayıldığı,yayılmak,Adj,455
açmaya,açmak,Verb,455
barajını,baraj,Noun,455
uyarak,uymak,Adv,455
turistlerin,turist,Noun,455
event,Event,Noun,455
bestekâr,bestekâr,Noun,455
anya,Anya,Noun,455
kırmızımsı,kırmızı,Adj,455
kabinesi,kabine,Noun,455
esther,Esther,Noun,455
atlayarak,atlamak,Adv,455
pegasus,Pegasus,Noun,455
yenilebilir,yemek,Verb,455
minute,Minute,Noun,455
porsuk,porsuk,Adj,455
esenler,esenlemek,Verb,455
sevinci,sevinç,Noun,455
auxerre,Auxerre,Noun,455
cordelia,Cordelia,Noun,455
şovun,şov,Noun,455
mezarın,mezar,Noun,454
çoğunlukta,çoğunluk,Noun,454
modele,model,Noun,454
editörler,editör,Noun,454
dalgalı,dalgalı,Adj,454
sanatçılara,sanat,Noun,454
hareketlilik,hareket,Noun,454
hatlarına,hat,Noun,454
özelleştirme,özel,Verb,454
karargâhı,karargâh,Noun,454
idama,idam,Noun,454
hastalara,hasta,Noun,454
bat,batmak,Verb,454
kaplumbağa,kaplumbağa,Noun,454
tanışan,tanışmak,Adj,454
gerçekleştirilecek,gerçek,Adj,454
incelendiğinde,ince,Noun,454
konserlerinde,konser,Noun,454
yapılarda,yapı,Noun,454
neriman,Neriman,Noun,454
sipahi,sipahi,Noun,454
sezonluk,sezon,Noun,454
beklemektedir,beklemek,Verb,454
helikopteri,helikopter,Noun,454
lahana,lahana,Noun,454
chrysler,Chrysler,Noun,454
kasabaları,kasaba,Noun,454
yayıncılar,yayın,Noun,454
lies,Lies,Noun,454
taşlı,taş,Adj,454
farklıydı,fark,Verb,454
lamar,Lamar,Noun,454
belaruslu,Belarus,Adj,454
sar,sarmak,Verb,454
coffee,Coffee,Noun,454
silistre,Silistre,Noun,454
silahsız,silâh,Adj,454
stokes,Stokes,Noun,454
nichols,Nichols,Noun,454
ozon,ozon,Noun,454
sirkeci,sirke,Noun,454
jessie,Jessie,Noun,454
arrow,Arrow,Noun,454
bulmaca,bulmaca,Noun,454
tampa,Tampa,Noun,454
angry,Angry,Noun,454
proceedings,Proceedings,Noun,454
önlerine,ön,Noun,453
mahsus,mahsus,Adj,453
ipuçları,ipuç,Noun,453
cinsiyeti,cinsiyet,Noun,453
kollar,kollamak,Verb,453
yaptırım,yaptırım,Noun,453
gezileri,gezi,Noun,453
yaptırılmış,yapmak,Adj,453
görüşmelerde,görüşme,Noun,453
halifelik,halife,Noun,453
ticarî,ticarî,Adj,453
yaralanmıştır,yaralamak,Verb,453
kazanmışlardır,kazanmak,Verb,453
misin,mi,Ques,453
ortadaki,orta,Adj,453
köyündeki,köy,Adj,453
ritüel,ritüel,Adj,453
sütlü,sütlü,Adj,453
soçi,Soçi,Noun,453
giacomo,Giacomo,Noun,453
terapisi,terapi,Noun,453
esmer,esmer,Adj,453
taltif,taltif,Noun,453
kanallarının,kanal,Noun,453
noktalarında,nokta,Noun,453
pioneer,Pioneer,Noun,453
komplikasyonlar,komplikasyon,Noun,453
gencer,Gencer,Noun,453
ebert,Ebert,Noun,453
katma,katmak,Verb,453
göçmeni,göçmek,Noun,453
dinini,din,Noun,453
paramiliter,paramiliter,Noun,453
atinalı,Atina,Adj,453
knesset,Knesset,Noun,453
garson,garson,Noun,453
esrarengiz,esrarengiz,Adj,453
sensiz,sen,Adj,453
evlenip,ev,Adv,453
şereflikoçhisar,Şereflikoçhisar,Noun,453
suudî,Suudi,Noun,453
yüksekte,Yüksek,Noun,452
geleni,gele,Noun,452
anlaşmasının,anlaşma,Noun,452
fiziğin,fizik,Noun,452
baskısında,baskı,Noun,452
anakin,Anakin,Noun,452
düşmanca,düşman,Adv,452
açması,açma,Noun,452
olduklarına,olmak,Noun,452
güçle,Güç,Noun,452
ovalar,ovmak,Verb,452
borusu,boru,Noun,452
abrams,Abrams,Noun,452
hijyen,hijyen,Noun,452
beklemek,beklemek,Noun,452
şehirlerden,şehir,Noun,452
taha,Taha,Noun,452
yitiren,yitirmek,Adj,452
nouveau,Nouveau,Noun,452
izlendi,iz,Verb,452
holt,Holt,Noun,452
oyunuyla,oyun,Noun,452
goldman,Goldman,Noun,452
çarlığı,çar,Noun,452
ceceli,Ceceli,Noun,452
asidi,asit,Noun,452
filosuna,filo,Noun,452
nassau,Nassau,Noun,452
exeter,Exeter,Noun,452
etkileşen,etki,Adj,452
kalınlığında,kalın,Noun,452
sochaux,Sochaux,Noun,452
seçmelere,seçmek,Noun,452
yiyecekleri,yemek,Adj,451
kültü,kült,Noun,451
biyoteknoloji,biyoteknoloji,Noun,451
sayar,saymak,Verb,451
projelerinde,proje,Noun,451
kuzeybatıda,kuzeybatı,Noun,451
benimsemiştir,benimsemek,Verb,451
yorumunda,yorum,Noun,451
sağında,sağ,Noun,451
şirketlere,şirket,Noun,451
fashion,Fashion,Noun,451
feribot,feribot,Noun,451
kuşun,kuş,Noun,451
etmemiştir,etmek,Verb,451
kenarındaki,kenar,Adj,451
sasaniler,Sasani,Noun,451
samuray,samuray,Noun,451
tepesine,tepe,Noun,451
nevruz,nevruz,Noun,451
gaston,Gaston,Noun,451
tristan,Tristan,Noun,451
çatak,çatak,Adj,451
surp,Surp,Noun,451
doktorası,doktora,Noun,451
hastanesine,hastane,Noun,451
korelasyon,korelâsyon,Noun,451
inçlik,inç,Noun,451
hazırlanırken,hazır,Adv,451
zeppelin,Zeppelin,Noun,451
ferenc,Ferenc,Noun,451
grevi,grev,Noun,451
flores,Flores,Noun,451
yarışmasıdır,yarışmak,Verb,451
fuhuş,fuhuş,Noun,451
teklileri,tek,Noun,451
authority,Authority,Noun,451
haliliye,Halili,Noun,451
noise,Noise,Noun,451
çıkarttığı,çıkartmak,Adj,450
kentinden,kent,Noun,450
edebiyata,edebiyat,Noun,450
direk,direk,Noun,450
zeybek,Zeybek,Noun,450
dewey,Dewey,Noun,450
ramos,Ramos,Noun,450
günlükleri,günlük,Noun,450
prodüktörü,prodüktör,Noun,450
üstteki,üst,Adj,450
beatrice,Beatrice,Noun,450
norm,norm,Noun,450
nurullah,Nurullah,Noun,450
kobayashi,Kobayashi,Noun,450
heidi,Heidi,Noun,450
personelin,personel,Noun,450
otobüsü,otobüs,Noun,450
dip,dip,Noun,450
kraft,Kraft,Noun,450
hammond,Hammond,Noun,450
sındırgı,Sındırgı,Noun,450
belediyede,belediye,Noun,450
yelkenli,yelken,Adj,450
ilgiliydi,ilgili,Verb,450
bold,bold,Noun,450
dibinde,dip,Noun,449
yıkılmasından,yıkmak,Noun,449
değerlendirmeler,değerlendirmek,Noun,449
şinasi,Şinasi,Noun,449
bulundurarak,bulundurmak,Adv,449
süresiz,süre,Adj,449
bilgili,bilgi,Adj,449
gücünde,güç,Noun,449
dinlerin,din,Noun,449
çekmesi,çekme,Noun,449
adımını,adım,Noun,449
kast,kast,Noun,449
tutmayı,tutmak,Noun,449
kütleçekimi,kütleçekim,Noun,449
klima,klima,Noun,449
diski,disk,Noun,449
talip,talip,Adj,449
bozüyük,Bozüyük,Noun,449
kepez,kepez,Noun,449
ilişkilendirilmiştir,ilişki,Verb,449
meltem,meltem,Noun,449
politikalarına,politika,Noun,449
ayarlanabilir,ayarlamak,Verb,449
booker,Booker,Noun,449
mara,Mara,Noun,449
ilacın,ilâç,Noun,449
eleştirmenlerinden,eleştirmen,Noun,449
ettim,etmek,Verb,449
sabbath,Sabbath,Noun,449
grenoble,Grenoble,Noun,449
rainer,Rainer,Noun,449
cube,Cube,Noun,449
hokkaido,Hokkaido,Noun,449
brisbane,Brisbane,Noun,449
titanic,Titanic,Noun,449
bombalama,bombalamak,Verb,449
milk,Milk,Noun,449
crew,Crew,Noun,449
aaa,aaa,Interj,449
sadrazamları,sadrazam,Noun,449
şeytanın,şeytan,Noun,448
söylemişti,söylemek,Verb,448
felsefesini,felsefe,Noun,448
galibiyetini,galibiyet,Noun,448
otopark,otopark,Noun,448
oranlarda,oran,Noun,448
kriterler,kriter,Noun,448
topluluğa,topluluk,Noun,448
gibbs,Gibbs,Noun,448
geniştir,geniş,Verb,448
töre,tör,Noun,448
ağıt,ağıt,Noun,448
yazlar,yazlamak,Verb,448
yönteminin,Yöntem,Noun,448
afetler,afet,Noun,448
tıbbiye,tıbbî,Noun,448
rumca,Rumca,Adj,448
kırılgan,kırılgan,Adj,448
konserini,konser,Noun,448
fıstık,fıstık,Adj,448
uğrayarak,uğramak,Adv,448
kuşatmadan,kuşatmak,Adv,448
zincirleri,zincir,Noun,448
tekeli,tekel,Noun,448
sven,Sven,Noun,448
harlem,Harlem,Noun,448
uyandırdı,uyanmak,Verb,448
filippo,Filippo,Noun,448
astra,Astra,Noun,448
organlarının,organ,Noun,448
seferini,sefer,Noun,448
jacobs,Jacobs,Noun,448
görüşmesi,görüşme,Noun,448
zeynel,Zeynel,Noun,448
yg,Yg,Noun,448
akçakale,Akçakale,Noun,448
başrollerde,başrol,Noun,448
sorusuna,soru,Noun,447
karşılaşmayı,karşı,Noun,447
yanıcı,yanmak,Adj,447
nesiller,Nesil,Noun,447
krizin,kriz,Noun,447
kimyacı,kimya,Noun,447
filler,fil,Noun,447
irtibat,irtibat,Noun,447
modellerini,model,Noun,447
şarkılarıyla,şarkı,Noun,447
şarkılarında,şarkı,Noun,447
koleksiyonunu,koleksiyon,Noun,447
tamamlandığında,tamam,Noun,447
esinlenmiştir,esinlemek,Verb,447
dönüşmesi,dönüşmek,Noun,447
cedric,Cedric,Noun,447
arturo,Arturo,Noun,447
sarayının,saray,Noun,447
hazırlıklar,hazırlık,Noun,447
rusyası,Rusya,Noun,447
hekimoğlu,Hekimoğlu,Noun,447
cidde,Cidde,Noun,447
tecavüze,tecavüz,Noun,447
fda,Fda,Noun,447
talim,talim,Noun,447
yedili,yedi,Adj,447
tüyler,tüy,Noun,447
dereköy,Dereköy,Noun,447
maritime,Maritime,Noun,447
dynamo,Dynamo,Noun,447
ulaştılar,ulaşmak,Verb,446
muhittin,Muhittin,Noun,446
mesleğini,meslek,Noun,446
dinozorları,dinozor,Noun,446
periyodu,periyot,Noun,446
oluşmaya,oluşmak,Verb,446
vadinin,vadi,Noun,446
etkinin,etki,Noun,446
istifasını,istifa,Noun,446
planladığını,planlamak,Noun,446
olmazsa,olmak,Verb,446
sürenin,süre,Noun,446
haydut,haydut,Noun,446
ilişkilendirilir,ilişki,Verb,446
kuruma,kur,Noun,446
fakültede,fakülte,Noun,446
gözlenir,gözlemek,Verb,446
fleming,Fleming,Noun,446
perspektif,perspektif,Noun,446
ellerinden,el,Noun,446
tedaviye,tedavi,Noun,446
gu,Gu,Noun,446
tamamlar,tamam,Verb,446
hazırlar,hazır,Verb,446
ormana,orman,Noun,446
fidel,Fidel,Noun,446
reddettiği,reddetmek,Adj,446
uyanır,uyanmak,Verb,446
yapısından,yapı,Noun,446
okinawa,Okinawa,Noun,446
archie,Archie,Noun,446
gerçekleşecek,gerçek,Adj,446
durdurmaya,durdurmak,Verb,446
tele,tel,Noun,446
çıkışında,çıkış,Noun,445
sind,Sind,Noun,445
tanesini,tane,Noun,445
eylemlerin,eylem,Noun,445
toprakta,toprak,Noun,445
kararların,karar,Noun,445
belirttiler,belirtmek,Verb,445
yenilenmesi,yeni,Noun,445
öldürmeyi,öldürmek,Noun,445
görünüme,görünüm,Noun,445
sözdizimi,sözdizim,Noun,445
yörüngesine,yörünge,Noun,445
akdağ,Akdağ,Noun,445
guerrero,Guerrero,Noun,445
marcello,Marcello,Noun,445
sahnesine,sahne,Noun,445
ciddiye,ciddi,Noun,445
stok,stok,Noun,445
serra,Serra,Noun,445
lucien,Lucie,Noun,445
nakil,nâkil,Adj,445
sürdürülebilirlik,sürmek,Noun,445
spektrum,spektrum,Noun,445
wizards,Wizards,Noun,445
milletin,millet,Noun,444
eşine,eşinmek,Verb,444
sencer,Sencer,Noun,444
almasından,almak,Noun,444
sürecinden,süreç,Noun,444
hayvanlardan,hayvan,Noun,444
kayaların,kaya,Noun,444
tehlikede,tehlike,Noun,444
azeriler,Azeri,Noun,444
başsavcılığı,başsavcı,Noun,444
newfoundland,Newfoundland,Noun,444
veriyi,veri,Noun,444
anlatmaya,anlatmak,Verb,444
örgüte,örgüt,Noun,444
üniversitelerin,üniversite,Noun,444
şirketiyle,şirket,Noun,444
takıldı,takılmak,Verb,444
rolls,Rolls,Noun,444
sergilendiği,sergilemek,Adj,444
kutlanır,kut,Verb,444
girmesinden,girmek,Noun,444
ikisinde,iki,Noun,444
oswald,Oswald,Noun,444
tartışmasız,tartışmak,Adj,444
yaylılar,Yay,Verb,444
viyola,viyol,Noun,444
kaydeder,kaydetmek,Verb,444
humphrey,Humphrey,Noun,444
geneli,genel,Noun,444
navarro,Navarro,Noun,444
kontluk,kont,Noun,444
değerlendirilmiştir,değerlenmek,Verb,444
isyancıların,isyan,Noun,444
sırpların,Sırp,Noun,444
hizmetin,hizmet,Noun,444
sao,Sao,Noun,444
flag,Flag,Noun,444
katilin,katil,Noun,444
müşteriler,müşteri,Noun,444
günlerini,gün,Noun,444
açlıktan,açlık,Noun,444
rotor,rotor,Noun,444
supersonics,Supersonics,Noun,444
birdenbire,birdenbire,Adv,443
surların,sur,Noun,443
donanımlı,donanım,Adj,443
gelenlerin,gelen,Noun,443
kalmamış,kalmak,Verb,443
çevreler,çevrelemek,Verb,443
faşizm,faşizm,Noun,443
vasiyeti,vasiyet,Noun,443
kolaylık,kolay,Noun,443
egypt,Egypt,Noun,443
beer,Beer,Noun,443
koymaya,koymak,Verb,443
mükemmellik,mükemmel,Noun,443
yüzüncü,yüzüncü,Num,443
milliyetçileri,milliyet,Noun,443
engellenmesi,engel,Noun,443
bitimine,bitim,Noun,443
koru,korumak,Verb,443
kaplıca,kaplıca,Noun,443
adanmıştır,adamak,Verb,443
yendikten,yenmek,Noun,443
rengin,renk,Noun,443
cars,Cars,Noun,443
bridges,Bridges,Noun,443
pike,pike,Adj,443
ibrahim,İbrahim,Noun,443
emerson,Emerson,Noun,443
antolojisi,antoloji,Noun,443
kaybettiğini,kaybetmek,Noun,443
esa,Esa,Noun,443
soğutmalı,soğutmak,Adj,443
donma,donmak,Verb,443
rouge,Rouge,Noun,443
warwick,Warwick,Noun,443
cavendish,Cavendish,Noun,443
formlar,form,Noun,443
ilahiyatçılar,ilâhiyat,Noun,443
telefondur,telefon,Verb,443
padişaha,padişah,Noun,443
kaçmıştır,kaçmak,Verb,443
porselen,porselen,Adj,443
actors,Actors,Noun,443
antrenörleri,antrenör,Noun,443
superstar,Superstar,Noun,443
sci,S,Noun,443
ligası,liga,Noun,443
tarihçilerin,tarih,Noun,442
hoşgörü,Hoşgör,Noun,442
mektubunda,mektup,Noun,442
çimen,çimmek,Adj,442
oluşturulmasına,oluşmak,Noun,442
indirdi,indirmek,Verb,442
başlattılar,başlamak,Verb,442
cevheri,cevher,Noun,442
som,som,Adj,442
clayton,Clayton,Noun,442
motorunu,motor,Noun,442
performanslı,performans,Adj,442
hillary,Hillary,Noun,442
sion,Sion,Noun,442
beğenisini,beğeni,Noun,442
şanlı,şan,Adj,442
muradiye,Muradiye,Noun,442
amiga,Amiga,Noun,442
donanımları,donanım,Noun,442
müşterilerin,müşteri,Noun,442
gina,Gina,Noun,442
dönüştürülmüş,dönüşmek,Adj,442
teğet,teğet,Noun,442
smolensk,Smolensk,Noun,442
neşet,neşet,Noun,442
skin,ski,Noun,442
novo,Novo,Noun,442
phoebe,Phoebe,Noun,442
sahabe,sahabe,Noun,442
tutuklanarak,tutuk,Adv,442
shanghai,Shanghai,Noun,442
sarışın,sarışın,Adj,442
telegraph,Telegraph,Noun,442
avustralyalılar,Avustralya,Verb,442
fever,Fever,Noun,442
edirnekapı,Edirnekapı,Noun,442
gpu,Gpu,Noun,442
snapdragon,Snapdragon,Noun,442
öldürdüler,öldürmek,Verb,441
harabe,harabe,Noun,441
progress,Progress,Noun,441
ayrıcalıklı,ayrıcalık,Adj,441
emme,emmek,Verb,441
hiperbolik,hiperbolik,Adj,441
oyuncularının,oyun,Noun,441
kentlerinde,kent,Noun,441
hakların,hak,Noun,441
anavatanı,anavatan,Noun,441
mackenzie,Mackenzie,Noun,441
haritada,harita,Noun,441
loki,Loki,Noun,441
kaldırılmasını,kalmak,Noun,441
oriental,Oriental,Noun,441
dinç,dinç,Adv,441
hikayeler,hikâyelemek,Verb,441
ranger,Ranger,Noun,441
ayten,Ayten,Noun,441
baskının,Bask,Noun,441
protestanlar,Protestan,Noun,441
ilahiyat,ilâhiyat,Noun,441
sheen,Sheen,Noun,441
goran,Gora,Noun,441
girişimcilik,girişim,Noun,441
koşul,koşul,Noun,441
müzesidir,müze,Verb,441
savaşır,savaşmak,Verb,441
qualcomm,Qualcomm,Noun,441
faaliyetlere,faaliyet,Noun,440
uğraması,uğramak,Noun,440
felsefecileri,felsefe,Noun,440
sorunsuz,sorun,Adj,440
elektrostatik,elektrostatik,Adj,440
kimileri,kimi,Pron,440
dinozorlar,dinozor,Noun,440
kusurlu,kusur,Adj,440
sorunlarının,sorun,Noun,440
kitlelere,kitle,Noun,440
emperyalist,emperyalist,Adj,440
alçı,alçı,Adj,440
jeopolitik,jeopolitik,Noun,440
havalimanının,havalimanı,Noun,440
yükseköğrenim,yükseköğrenim,Noun,440
yepyeni,yepyeni,Adj,440
cephesine,cephe,Noun,440
büyüklüğüne,büyük,Noun,440
fosiller,fosil,Noun,440
inşaatına,inşaat,Noun,440
memluk,memluk,Noun,440
vücudunu,vücut,Noun,440
sayıyı,sayı,Noun,440
uzunluğuna,uzunluk,Noun,440
girişine,giriş,Noun,440
bağlanmaktadır,bağ,Verb,440
titanyum,titanyum,Noun,440
tüpü,tüp,Noun,440
reader,Reader,Noun,440
kulakları,kulak,Noun,440
enigma,Enigma,Noun,440
sınırlıydı,sınır,Verb,440
izlenir,iz,Verb,440
osmani,Osmani,Adj,440
browning,Browning,Noun,440
kulvar,kulvar,Noun,440
hay,hay,Interj,440
altuğ,Altuğ,Noun,440
levhası,levha,Noun,440
otelin,otel,Noun,440
dökümü,döküm,Noun,440
yardımcılığını,yardımcı,Noun,440
tuzluca,Tuzluca,Noun,440
sahnelenmiştir,sahnelemek,Verb,440
sundance,Sundance,Noun,440
monkey,Monkey,Noun,440
artışa,artmak,Noun,439
sıralarında,sıra,Noun,439
seferberlik,seferber,Noun,439
tamamlanmamış,tamam,Verb,439
eldeki,el,Adj,439
argüman,argüman,Noun,439
hissetti,hissetmek,Verb,439
yanda,yan,Noun,439
tohumu,tohum,Noun,439
kenarlı,kenar,Adj,439
edebiyatına,edebiyat,Noun,439
arıkan,Arıkan,Noun,439
arkadaşlar,arkadaş,Noun,439
basını,Ba,Noun,439
girişimlerde,girişim,Noun,439
söylentileri,söylenti,Noun,439
wiener,Wiener,Noun,439
silahlanma,silâhlanmak,Verb,439
istasyonunun,istasyon,Noun,439
baha,Baha,Noun,439
mimarisinde,mimarî,Noun,439
mazgirt,Mazgirt,Noun,439
öner,önemek,Verb,439
durumlarını,durum,Noun,439
yapmadı,yapmak,Verb,439
başpiskopos,başpiskopos,Noun,439
aurelius,Aurelius,Noun,439
clyde,Clyde,Noun,439
ibadete,ibadet,Noun,439
dario,Dario,Noun,439
rüzgarı,Rüzgâr,Noun,439
kolesterol,kolesterol,Noun,439
godfrey,Godfrey,Noun,439
corey,Corey,Noun,439
sungur,sungur,Noun,439
dayı,dayı,Interj,439
reeves,Reeves,Noun,439
dekore,dekore,Adj,439
getirdiğini,getirmek,Noun,439
pencap,Pencap,Noun,439
gördes,Gördes,Noun,439
muhabbet,muhabbet,Noun,439
çocukluğundan,çocukluk,Noun,438
mizahi,mizahî,Adj,438
disiplinler,disiplin,Noun,438
hesaplamalar,hesaplamak,Noun,438
etiği,etik,Noun,438
araştırmalarının,araştırma,Noun,438
kardiyovasküler,kardiyovasküler,Adj,438
bölümlerine,bölüm,Noun,438
kozmolojik,kozmolojik,Adj,438
yazdığını,yazmak,Noun,438
mango,mango,Noun,438
yüzüğü,yüzük,Noun,438
yeryüzünün,yeryüzü,Noun,438
eserine,eser,Noun,438
metinlerinde,metîn,Noun,438
partilere,parti,Noun,438
perinçek,Perinçek,Noun,438
nane,nane,Noun,438
depremden,deprem,Noun,438
köyünü,köy,Noun,438
üyenin,üye,Noun,438
kıtanın,kıta,Noun,438
tanımak,tanımak,Noun,438
uçağını,uçak,Noun,438
bektaşi,Bektaşi,Noun,438
sevil,Sevil,Noun,438
dizisinden,dizi,Noun,438
serveti,servet,Noun,438
filosunu,filo,Noun,438
ayısı,ayı,Noun,438
chief,Chief,Noun,438
usher,Usher,Noun,438
franchise,Franchise,Noun,438
misket,misket,Noun,438
pure,Pure,Noun,438
habercisi,haber,Noun,437
katmanları,katman,Noun,437
hayatındaki,hayat,Adj,437
gücünden,güç,Noun,437
sinyaller,sinyal,Noun,437
bileşenlerin,bileşen,Noun,437
bose,Bose,Noun,437
ilkesini,ilke,Noun,437
sürmesi,sürme,Noun,437
yaşlılar,yaş,Verb,437
etkinliklere,etkin,Noun,437
tau,Tau,Noun,437
işsiz,iş,Adj,437
değerlendirildi,değerlenmek,Verb,437
sahilde,sahil,Noun,437
dumanlı,duman,Adj,437
leke,leke,Noun,437
tırnak,tırnak,Noun,437
amadeus,Amadeus,Noun,437
yazıtlar,yazıt,Noun,437
düzine,düzine,Noun,437
necmi,Necmi,Noun,437
müşaviri,müşavir,Noun,437
pozisyonuna,pozisyon,Noun,437
notaları,nota,Noun,437
gitarlar,gitar,Noun,437
aberdeen,Aberdeen,Noun,437
üniversitedir,üniversite,Verb,437
paraşüt,paraşüt,Noun,437
seviyelerde,seviye,Noun,437
koridoru,koridor,Noun,437
armand,Armand,Noun,437
gus,Gus,Noun,437
baysal,baysal,Adj,437
tunca,tun,Noun,437
stabilize,stabilize,Adj,437
